Year,Area,Street,Street 2,Strange HTML
2011,,Eva̴Road,Eva Road,
2011,,Faisley̴Street̴City̴Centre,Faisley Street City Centre,
2011,," Five̴Ways,̴Birmingham"," Five Ways, Birmingham",
2011,,flood̴gate̴street̴birmingham,flood gate street birmingham,
2011,,formula̴one̴hotel,formula one hotel,
2011,,Fox̴Hollies̴Road,Fox Hollies Road,
2011,,Gas̴Street,Gas Street,
2011,,gas̴street,gas street,
2011,,gas̴street,gas street,
2011,,Gas̴Street,Gas Street,
2011,,gas̴street,gas street,
2011,," Gas̴Street,City̴centre"," Gas Street,City centre",
2011,," Gatecrasher,Broad̴Street"," Gatecrasher,Broad Street",
2011,," Gatescrasher,̴Bishopsgate,̴Birmingham"," Gatescrasher, Bishopsgate, Birmingham",
2011,,golden̴hind̴ph,golden hind ph,
2011,,Golden̴Hind̴Pub̴Kingstanding̴Road,Golden Hind Pub Kingstanding Road,
2011,,Gooch̴St̴North,Gooch St North,
2011,,Grange̴Road,Grange Road,
2011,,Grangers̴Lane̴Cradley̴Heath,Grangers Lane Cradley Heath,
2011,," Great̴Charles̴Street,̴City̴Centre"," Great Charles Street, City Centre",
2011,," Grosvenor̴Casino,̴Birmingham"," Grosvenor Casino, Birmingham",
2011,,Grotersley̴Street,Grotersley Street,
2011,,HAGLEY̴ROAD,HAGLEY ROAD,
2011,,Hall̴Rd,Hall Rd,
2011,,Hall̴Street,Hall Street,
2011,," Hamstead̴Road,̴Handsworth"," Hamstead Road, Handsworth",
2011,,Handsworth̴Park,Handsworth Park,
2011,,Handsworth̴Police̴Station,Handsworth Police Station,
2011,," Hawthorn̴Road,̴Kingstanding,̴Birmingham"," Hawthorn Road, Kingstanding, Birmingham",
2011,,Heath̴Mill̴Lane,Heath Mill Lane,
2011,,High̴St̴Harborne̴Birmingham,High St Harborne Birmingham,
2011,," high̴st,̴̴~digbeth"," high st,  ~digbeth",
2011,," High̴st,̴̴digbeth"," High st,  digbeth",
2011,," high̴st,̴digbeth"," high st, digbeth",
2011,," High̴Street,̴City̴Centre."," High Street, City Centre.",
2011,," High̴Street,City̴Centre"," High Street,City Centre",
2011,,hilden̴road,hilden road,
2011,," Hill̴St,̴Birmingham"," Hill St, Birmingham",
2011,,Hill̴Street,Hill Street,
2011,," Hill̴Street,̴Birmingham"," Hill Street, Birmingham",
2011,," Hill̴Street,̴City̴Centre"," Hill Street, City Centre",
2011,," Hill̴Street,̴City̴Centre"," Hill Street, City Centre",
2011,," Hill̴Street,̴City̴Centre"," Hill Street, City Centre",
2011,," Hill̴Street,̴City̴Centre."," Hill Street, City Centre.",
2011,,Hockley̴Circus,Hockley Circus,
2011,," Holiday̴Inn,̴Lionel̴St."," Holiday Inn, Lionel St.",
2011,," Holiday̴Inn,̴Smallbrook̴Queensway,"," Holiday Inn, Smallbrook Queensway,",
2011,,Holiday̴Street,Holiday Street,
2011,,Holly̴Road,Holly Road,
2011,," Holte̴Street,̴Gosta̴Green"," Holte Street, Gosta Green",
2011,,home̴address,home address,
2011,,Horsefair,Horsefair,
2011,,Horsefair̴Bristol̴St,Horsefair Bristol St,
2011,," Humer̴Tower,Francis̴Street"," Humer Tower,Francis Street",
2011,,Hurst,Hurst,
2011,,Hurst̴St,Hurst St,
2011,,Hurst̴St̴City̴centre̴Birmingham,Hurst St City centre Birmingham,
2011,," Hurst̴st,̴̴bham"," Hurst st,  bham",
2011,," Hurst̴St,̴Birminhgam"," Hurst St, Birminhgam",
2011,,Hurst̴Street,Hurst Street,
2011,,hurst̴street,hurst street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,hurst̴street,hurst street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,hurst̴street,hurst street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,hurst̴street,hurst street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,,Hurst̴Street,Hurst Street,
2011,," Hurst̴Street,̴Birmingham"," Hurst Street, Birmingham",
2011,," Hurst̴Street,̴Birmingham"," Hurst Street, Birmingham",
2011,," Hurst̴Street,̴Birmingham"," Hurst Street, Birmingham",
2011,," Hurst̴Street,̴Birmingham"," Hurst Street, Birmingham",
2011,," hurst̴Street,̴Birmingham"," hurst Street, Birmingham",
2011,," Hurst̴Street,̴City̴Center"," Hurst Street, City Center",
2011,," Hurst̴Street,̴City̴Centre,"," Hurst Street, City Centre,",
2011,," Hurst̴Street,City̴centre"," Hurst Street,City centre",
2011,," Hurst̴Street,City̴centre"," Hurst Street,City centre",
2011,,IBIS̴Hotel,IBIS Hotel,
2011,,ICC,ICC,
2011,," ICC̴,broad̴Street"," ICC ,broad Street",
2011,,in̴arcadian̴centre̴bham,in arcadian centre bham,
2011,,Inge̴Street,Inge Street,
2011,,Inge̴Street̴@̴Hurst̴Street,Inge Street @ Hurst Street,
2011,," Islington̴Row,̴city̴centre"," Islington Row, city centre",
2011,," Islington̴Row,̴Middleway"," Islington Row, Middleway",
2011,," James̴Watt̴Queensway,̴Birmingham"," James Watt Queensway, Birmingham",
2011,,Kent̴Street,Kent Street,
2011,,Kingstanding̴Road,Kingstanding Road,
2011,,Kingstanding̴Road,Kingstanding Road,
2011,," Lady̴well̴walk,̴City̴Centre."," Lady well walk, City Centre.",
2011,,Ladywell̴Walk,Ladywell Walk,
2011,,Ladywell̴Walk,Ladywell Walk,
2011,,ladywell̴walk,ladywell walk,
2011,,Ladywell̴Walk,Ladywell Walk,
2011,,Ladywell̴walk,Ladywell walk,
2011,,Ladywell̴walk,Ladywell walk,
2011,,Ladywell̴Walk,Ladywell Walk,
2011,,Ladywell̴Walk,Ladywell Walk,
2011,," Ladywell̴walk,̴Birmingham"," Ladywell walk, Birmingham",
2011,,Lattimer̴Place̴Winson̴Green,Lattimer Place Winson Green,
2011,," Lee̴Longlands,̴̴Broad̴Street,̴Birmingham"," Lee Longlands,  Broad Street, Birmingham",
2011,,Linwood̴Rd̴H'worth,Linwood Rd H'worth,
2011,,Lloyds̴Bar�����̴Broad̴Street,Lloyds Bar����� Broad Street,
2011,," Lloyds̴Bar,̴Broad̴Street"," Lloyds Bar, Broad Street",
2011,,Lodge̴Rd̴Winson̴Green,Lodge Rd Winson Green,
2011,,loft̴lounge,loft lounge,
2011,,Long̴Acre̴̴Nechells,Long Acre  Nechells,
2011,,lower̴bull̴street,lower bull street,
2011,,lower̴bull̴street,lower bull street,
2011,," Lower̴parade,̴Sutton"," Lower parade, Sutton",
2011,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2011,," Macdonalds,̴Bordesley̴Green̴East"," Macdonalds, Bordesley Green East",
2011,," Macdonalds,̴ramp,̴city̴centre,̴Birmingham"," Macdonalds, ramp, city centre, Birmingham",
2011,," Mailbox,̴Birmingham"," Mailbox, Birmingham",
2011,," Mcdonald̴Street,̴birmingham"," Mcdonald Street, birmingham",
2011,," Millward̴Close,̴small̴Heath"," Millward Close, small Heath",
2011,," Mono̴Bar,̴Arcadian̴Centre"," Mono Bar, Arcadian Centre",
2011,," Mono̴Bar,Ladywell̴Walk,̴City̴Centre"," Mono Bar,Ladywell Walk, City Centre",
2011,,moor̴st,moor st,
2011,,moor̴street,moor street,
2011,,Moor̴Street̴Entance̴to̴Bull̴Ring,Moor Street Entance to Bull Ring,
2011,," Moore̴Street,̴Birmingham"," Moore Street, Birmingham",
2011,," Moore̴Street,̴City̴Centre,̴Birmingham"," Moore Street, City Centre, Birmingham",
2011,," Moseley̴park,Alcester̴Street"," Moseley park,Alcester Street",
2011,," navigation̴St,̴Birmingham"," navigation St, Birmingham",
2011,,Navigation̴Street,Navigation Street,
2011,," Near̴to̴Hair̴&̴Beauty,̴Soho̴Road"," Near to Hair & Beauty, Soho Road",
2011,," New̴Meeting̴Street,City̴centre"," New Meeting Street,City centre",
2011,,New̴St,New St,
2011,,New̴St̴B'ham̴City̴Centre,New St B'ham City Centre,
2011,,New̴St̴City̴Centre,New St City Centre,
2011,,new̴st̴railway̴station,new st railway station,
2011,,new̴st̴railway̴station,new st railway station,
2011,,new̴st̴railway̴station,new st railway station,
2011,," New̴St,̴Birmingham"," New St, Birmingham",
2011,,New̴Street,New Street,
2011,,New̴Street,New Street,
2011,,New̴Street,New Street,
2011,,New̴street,New street,
2011,,New̴Street,New Street,
2011,,New̴Street,New Street,
2011,,new̴street,new street,
2011,,New̴Street,New Street,
2011,,New̴Street̴@̴Stephenson̴Street,New Street @ Stephenson Street,
2011,," New̴Street̴city̴centre,̴Birmingham"," New Street city centre, Birmingham",
2011,,new̴street̴railwaty,new street railwaty,
2011,,New̴Street̴station,New Street station,
2011,,New̴Street̴Station,New Street Station,
2011,,New̴Street̴Station,New Street Station,
2011,,New̴Street̴Station,New Street Station,
2011,," New̴Street̴Station,̴Birmingham"," New Street Station, Birmingham",
2011,," New̴Street̴station,̴station̴approach"," New Street station, station approach",
2011,," New̴Street,̴Birmingham"," New Street, Birmingham",
2011,," New̴Street,̴Birmingham"," New Street, Birmingham",
2011,," New̴Street,̴Birmingham"," New Street, Birmingham",
2011,," New̴Street,̴City̴Centre"," New Street, City Centre",
2011,," New̴Street,̴City̴Centre"," New Street, City Centre",
2011,," New̴Street,̴City̴Centre"," New Street, City Centre",
2011,," New̴Street,̴City̴Centre."," New Street, City Centre.",
2011,,Newtown̴Housing̴Centre,Newtown Housing Centre,
2011,,Newtown̴Row,Newtown Row,
2011,," Next̴Clearance̴Store,̴Corporation̴Street."," Next Clearance Store, Corporation Street.",
2011,,Nineva̴road̴ayt̴Soho̴Rd,Nineva road ayt Soho Rd,
2011,,Not̴known,Not known,
2011,,o/s̴Bham̴crown̴court,o/s Bham crown court,
2011,,O/s̴Flairs̴Broad̴Street,O/s Flairs Broad Street,
2011,," o/s̴Flares̴club,̴Broad̴St,̴Birmingham"," o/s Flares club, Broad St, Birmingham",
2011,,O/S̴Gatecrasher̴Broad̴Street,O/S Gatecrasher Broad Street,
2011,," O/S̴McDonalds,̴Ramp,̴City̴Centre"," O/S McDonalds, Ramp, City Centre",
2011,,O/s̴new̴street̴station,O/s new street station,
2011,," O/S̴Oceania,̴Ladywell̴Walk,̴Birmingham"," O/S Oceania, Ladywell Walk, Birmingham",
2011,," o/s̴Reflex̴Broad̴Street,̴City̴Centre"," o/s Reflex Broad Street, City Centre",
2011,,o/s̴The̴Crown̴PH̴Station̴Road,o/s The Crown PH Station Road,
2011,,O/s̴Walkabout̴Broad̴Street,O/s Walkabout Broad Street,
2011,,o2̴Academy,o2 Academy,
2011,," O2̴Academy,̴Horsefair."," O2 Academy, Horsefair.",
2011,," Oh̴Bar,̴Broad̴Street,̴Birmingham"," Oh Bar, Broad Street, Birmingham",
2011,," O'Neils,̴Broad̴Street,̴Birmingham"," O'Neils, Broad Street, Birmingham",
2011,,OS̴Birmingham̴Magistrates̴Court,OS Birmingham Magistrates Court,
2011,,os̴dubliner̴ph,os dubliner ph,
2011,,Outside̴Bliss̴̴Broad̴Street,Outside Bliss  Broad Street,
2011,,Outside̴Bliss̴nightclub.,Outside Bliss nightclub.,
2011,,Outside̴Bliss̴nightclub.,Outside Bliss nightclub.,
2011,," Outside̴Bliss,Broad̴Street"," Outside Bliss,Broad Street",
2011,," Outside̴O̴Velvet,̴Broad̴St."," Outside O Velvet, Broad St.",
2011,,Outside̴Oceana̴Club,Outside Oceana Club,
2011,,outside̴reflex̴nightclub,outside reflex nightclub,
2011,,Outside̴Revolution̴Bridge̴St̴Walsal,Outside Revolution Bridge St Walsal,
2011,,outside̴rocket̴club̴broad̴st,outside rocket club broad st,
2011,," Outside̴walkabout,Broad̴Street"," Outside walkabout,Broad Street",
2011,," O'Velvet,̴Nightclub,̴Broad̴St,̴Birmingham"," O'Velvet, Nightclub, Broad St, Birmingham",
2011,,Oxhill̴Road,Oxhill Road,
2011,,Pagoda̴Island,Pagoda Island,
2011,,paradise̴forum,paradise forum,
2011,,Paradise̴Forum̴City̴Centre̴Birmingham,Paradise Forum City Centre Birmingham,
2011,," Paradise̴Forum,̴Victoria̴Square,̴Birmingham"," Paradise Forum, Victoria Square, Birmingham",
2011,,Pershore̴St̴car̴park,Pershore St car park,
2011,," Pershore̴Street̴Road,̴City̴Centre"," Pershore Street Road, City Centre",
2011,," Pershore̴Street,̴City̴Centre."," Pershore Street, City Centre.",
2011,," Pizza̴Hut,̴New̴St,̴Birmingham"," Pizza Hut, New St, Birmingham",
2011,,Quigley̴Avenue,Quigley Avenue,
2011,," Rag̴market,̴city̴centre"," Rag market, city centre",
2011,," Reflex̴on̴Broad̴Street,̴Birmingham"," Reflex on Broad Street, Birmingham",
2011,,regency̴wharf,regency wharf,
2011,," Risa̴Bar,̴Birmingham"," Risa Bar, Birmingham",
2011,," Risa,Broad̴Street"," Risa,Broad Street",
2011,," Rookery̴Road,̴Handsworth"," Rookery Road, Handsworth",
2011,," Rottersley̴Street,̴Birmingham"," Rottersley Street, Birmingham",
2011,," Rotunda̴Island,̴City̴CEntre"," Rotunda Island, City CEntre",
2011,,Sainsburys̴Colmore̴Row,Sainsburys Colmore Row,
2011,,Sandringham̴Road,Sandringham Road,
2011,,Sandwell̴Hospital,Sandwell Hospital,
2011,,Sence̴in̴the̴Arcadian,Sence in the Arcadian,
2011,," Sense̴Nightclub,̴Arcadia,̴Birmingham"," Sense Nightclub, Arcadia, Birmingham",
2011,,Shadwell̴Street,Shadwell Street,
2011,," Shakespeare̴Bar,̴New̴Street̴Station."," Shakespeare Bar, New Street Station.",
2011,," Shakespeare̴PH,̴New̴St̴Station"," Shakespeare PH, New St Station",
2011,," Sheepcote̴Street,̴Birmingham"," Sheepcote Street, Birmingham",
2011,," Sioho̴Road,̴Handsworth"," Sioho Road, Handsworth",
2011,," Slade̴Road,̴erdington"," Slade Road, erdington",
2011,,Small̴brook̴Queensway,Small brook Queensway,
2011,,Smallbrook̴Queensway,Smallbrook Queensway,
2011,,smallbrook̴queensway,smallbrook queensway,
2011,,smallbrook̴queensway,smallbrook queensway,
2011,,Smallbrook̴Queensway̴City̴Centre̴Birmingham,Smallbrook Queensway City Centre Birmingham,
2011,," Smallbrook̴Queensway,City̴centre"," Smallbrook Queensway,City centre",
2011,,smethwick̴end,smethwick end,
2011,,soho̴hill,soho hill,
2011,," Soho̴Hill,̴Handsworth,̴Birmingham"," Soho Hill, Handsworth, Birmingham",
2011,,Soho̴Road,Soho Road,
2011,,Soho̴Road,Soho Road,
2011,,Soho̴Road,Soho Road,
2011,,soho̴road,soho road,
2011,," Sommerfield̴Park,̴Winson̴Green"," Sommerfield Park, Winson Green",
2011,,square̴peg̴PH,square peg PH,
2011,," Square̴Peg,Corporation̴Street"," Square Peg,Corporation Street",
2011,," Star̴city,̴Aston."," Star city, Aston.",
2011,," Star̴City,̴Birmingham"," Star City, Birmingham",
2011,," Star̴City,̴Nechells"," Star City, Nechells",
2011,," Station̴Road,̴City̴Centre"," Station Road, City Centre",
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,steelhouse̴lane,steelhouse lane,
2011,,steelhouse̴lane,steelhouse lane,
2011,,Steelhouse̴Lane,Steelhouse Lane,
2011,,Steelhouse̴Lane̴Police̴station,Steelhouse Lane Police station,
2011,," Steelhouse̴Lane,̴Birmingham"," Steelhouse Lane, Birmingham",
2011,," Steelhouse̴Lane,̴City̴Centre,̴Birmingham"," Steelhouse Lane, City Centre, Birmingham",
2011,,Stephenson̴St,Stephenson St,
2011,,Stephenson̴Street,Stephenson Street,
2011,," Stephenson̴Street,̴Birmingham̴City"," Stephenson Street, Birmingham City",
2011,," Stephenson̴Street,̴City̴Centre"," Stephenson Street, City Centre",
2011,,Stephensons̴Street,Stephensons Street,
2011,,Suffolk̴St̴Queensway,Suffolk St Queensway,
2011,," Sugar̴Suite,̴Broad̴Street"," Sugar Suite, Broad Street",
2011,,summer̴lane,summer lane,
2011,,summer̴row,summer row,
2011,,Temple̴Row,Temple Row,
2011,,temple̴row,temple row,
2011,,Tennant̴St,Tennant St,
2011,," Terrace̴Road,̴Handsworth"," Terrace Road, Handsworth",
2011,,tesco̴aston̴lane,tesco aston lane,
2011,,Tesco̴SpringHill,Tesco SpringHill,
2011,,The̴Parade̴Sutton̴Coldfield,The Parade Sutton Coldfield,
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Ramp,̴Corporation̴St,̴Birmingham"," The Ramp, Corporation St, Birmingham",
2011,,The̴Ramp.,The Ramp.,
2011,," Thornhill̴Road,̴Birmingham"," Thornhill Road, Birmingham",
2011,," Thornhill̴Road,̴Handsworth"," Thornhill Road, Handsworth",
2011,,Thorpe̴St̴at̴Hurst̴St,Thorpe St at Hurst St,
2011,,Thorpe̴Street,Thorpe Street,
2011,,Trocadero̴Public̴house̴o/s,Trocadero Public house o/s,
2011,," Turners̴Pallets,̴Hayhole̴road"," Turners Pallets, Hayhole road",
2011,,upper̴dean̴street,upper dean street,
2011,," Upper̴Dean̴Street,̴Birmingham"," Upper Dean Street, Birmingham",
2011,," Upper̴Dean̴Street,̴Birmingham̴City̴Centre"," Upper Dean Street, Birmingham City Centre",
2011,," Upper̴Dean̴Street,̴City̴Centre"," Upper Dean Street, City Centre",
2011,,Upper̴parade̴Sutton̴Coldfield,Upper parade Sutton Coldfield,
2011,,Upper̴Parade̴Sutton̴Coldfield,Upper Parade Sutton Coldfield,
2011,," victoria̴square,̴̴bham"," victoria square,  bham",
2011,," Victoria̴Square,̴City̴Centre."," Victoria Square, City Centre.",
2011,," Waiverley̴park,Handsworth"," Waiverley park,Handsworth",
2011,,walkabout̴bar̴broad̴st,walkabout bar broad st,
2011,," Walkabout̴PH,̴Broad̴St,̴Birmingham"," Walkabout PH, Broad St, Birmingham",
2011,," Walkabout̴PH,̴Broad̴Street,̴Birmingham"," Walkabout PH, Broad Street, Birmingham",
2011,," Walkabout,̴Broad̴Street"," Walkabout, Broad Street",
2011,," Walsall̴road,̴̴great̴barr"," Walsall road,  great barr",
2011,," Walsall̴Road,̴Perry̴Barr"," Walsall Road, Perry Barr",
2011,,warf̴road̴kings̴norton,warf road kings norton,
2011,,Warwards̴Lane,Warwards Lane,
2011,," Washington̴Drive,̴Handsworth̴Wood"," Washington Drive, Handsworth Wood",
2011,,Washington̴Street,Washington Street,
2011,," Waterloo̴Road,̴Smethwick"," Waterloo Road, Smethwick",
2011,," Waverhill̴Park,̴Handsworth"," Waverhill Park, Handsworth",
2011,," Waverhill̴Road,̴Handsworth"," Waverhill Road, Handsworth",
2011,,way̴entrance̴villa̴ground,way entrance villa ground,
2011,,Wellington̴Road,Wellington Road,
2011,,Witton̴Arms,Witton Arms,
2011,,Witton̴Road,Witton Road,
2011,,Witton̴Road,Witton Road,
2011,,Witton̴Road̴Aston,Witton Road Aston,
2011,,Wrottesley̴Street,Wrottesley Street,
2011,Coventry,primrose̴hill̴Coventry,primrose hill Coventry,
2011,,Albany̴road,Albany road,
2011,,Aldbourne̴Road,Aldbourne Road,
2011,,aldermans̴green̴road,aldermans green road,
2011,,Allesley̴Old̴Road,Allesley Old Road,
2011,,Almond̴Tree̴Avenue,Almond Tree Avenue,
2011,,arbury̴ave̴Coventry,arbury ave Coventry,
2011,,Arena̴carpark̴A444,Arena carpark A444,
2011,,argyle̴st̴Coventry,argyle st Coventry,
2011,,Armstrong̴Avenue̴Stoke,Armstrong Avenue Stoke,
2011,,Ashorne̴Close,Ashorne Close,
2011,,Attoxhall̴Rd,Attoxhall Rd,
2011,," averley̴road̴,̴daimler̴green"," averley road , daimler green",
2011,,Awson̴Street,Awson Street,
2011,," Bandals̴Surgery,̴Foleshill̴Road"," Bandals Surgery, Foleshill Road",
2011,,bell̴green̴rd̴Junction̴A444,bell green rd Junction A444,
2011,," Bell̴Green̴Road,̴Coventry"," Bell Green Road, Coventry",
2011,," Bell̴Green̴Road,̴Coventry"," Bell Green Road, Coventry",
2011,,Binley̴Road,Binley Road,
2011,,Binley̴Road,Binley Road,
2011,,Binley̴Road,Binley Road,
2011,,Binley̴Road,Binley Road,
2011,,bishop̴street,bishop street,
2011,,Blackhorse̴lane,Blackhorse lane,
2011,,Blythe̴Road,Blythe Road,
2011,,BP̴Garage̴Ansty̴road,BP Garage Ansty road,
2011,,bramble̴st̴coventry,bramble st coventry,
2011,," Braod̴Park̴Road,̴Coventry"," Braod Park Road, Coventry",
2011,," Bredon̴Ave,̴Coventry"," Bredon Ave, Coventry",
2011,,Broadgate,Broadgate,
2011,,Bull̴Yard,Bull Yard,
2011,,Bushberry̴Avenue,Bushberry Avenue,
2011,,butts̴road̴Coventry,butts road Coventry,
2011,,cashs̴lane,cashs lane,
2011,,Cauldon̴road,Cauldon road,
2011,,Charter̴Ave,Charter Ave,
2011,,charter̴ave̴Coventry,charter ave Coventry,
2011,,Chester̴Street,Chester Street,
2011,,Chesterton̴Road,Chesterton Road,
2011,," Cheveral̴Ave,̴Coventry"," Cheveral Ave, Coventry",
2011,,Cliffbridge̴Road,Cliffbridge Road,
2011,," Clifton̴St̴,Coventry."," Clifton St ,Coventry.",
2011,,Coc̴street,Coc street,
2011,," Communal̴landing̴at̴George̴Poole̴House,̴Coventry"," Communal landing at George Poole House, Coventry",
2011,,Compton̴road,Compton road,
2011,,concourse̴near̴mortimers,concourse near mortimers,
2011,,cook̴st,cook st,
2011,,Corporation̴St,Corporation St,
2011,," Corporation̴St̴,Coventry."," Corporation St ,Coventry.",
2011,,Corporation̴Street,Corporation Street,
2011,,Coundon̴road,Coundon road,
2011,,coventry,coventry,
2011,,Coventry̴Central̴cells,Coventry Central cells,
2011,,Coventry̴Central̴Front̴office,Coventry Central Front office,
2011,,coventry̴central̴pol̴stn,coventry central pol stn,
2011,,coventry̴central̴police̴station,coventry central police station,
2011,,coventry̴central̴police̴station,coventry central police station,
2011,,Coventry̴Central̴PS,Coventry Central PS,
2011,,Coventry̴Central̴PS,Coventry Central PS,
2011,,Coventry̴Railwat̴Station.,Coventry Railwat Station.,
2011,,Coventry̴Railway̴Station.,Coventry Railway Station.,
2011,,coventry̴train̴station,coventry train station,
2011,,Cox̴street,Cox street,
2011,,Cross̴Road,Cross Road,
2011,,devonshire̴arms,devonshire arms,
2011,,duckham̴court,duckham court,
2011,,Earlsdon̴High̴Street,Earlsdon High Street,
2011,," Elms̴Pub,̴Birmingham̴road"," Elms Pub, Birmingham road",
2011,,fairfax̴street,fairfax street,
2011,,far̴gosford̴street,far gosford street,
2011,,Far̴Gosford̴Street,Far Gosford Street,
2011,,Farndale̴Ave,Farndale Ave,
2011,,Farndale̴Ave,Farndale Ave,
2011,,Foleshill̴Rd,Foleshill Rd,
2011,,Foleshill̴Road,Foleshill Road,
2011,,Foleshill̴Road,Foleshill Road,
2011,,Foleshill̴Road,Foleshill Road,
2011,," Foleshill̴road,̴Coventry"," Foleshill road, Coventry",
2011,," Four̴Pounds̴Ave,̴Coventry"," Four Pounds Ave, Coventry",
2011,,FRiars̴road,FRiars road,
2011,,front̴of̴Coventry̴Central̴police̴Station,front of Coventry Central police Station,
2011,,Front̴office,Front office,
2011,,Front̴Office,Front Office,
2011,," Gala̴Bingo,̴Pool̴Meadow"," Gala Bingo, Pool Meadow",
2011,,Gosford̴Street,Gosford Street,
2011,,Gosford̴street,Gosford street,
2011,,Gosford̴Street,Gosford Street,
2011,,greyfriars̴st̴Coventry,greyfriars st Coventry,
2011,,gulson̴road̴Coventry,gulson road Coventry,
2011,,Gulson̴Road̴Coventry,Gulson Road Coventry,
2011,,hale̴st,hale st,
2011,," Hales̴Street,̴Coventry"," Hales Street, Coventry",
2011,,Hartfrod̴street,Hartfrod street,
2011,,hayle̴street,hayle street,
2011,,hayles̴street,hayles street,
2011,,Hedgefield̴Way,Hedgefield Way,
2011,,herald̴way̴Coventry,herald way Coventry,
2011,,high̴st̴Coventry,high st Coventry,
2011,,High̴Street,High Street,
2011,,High̴Street,High Street,
2011,,Hill̴Street,Hill Street,
2011,,Hipswell̴Highway,Hipswell Highway,
2011,,holmesdale̴road,holmesdale road,
2011,,hurst̴Road,hurst Road,
2011,,ibis̴hotel,ibis hotel,
2011,,Ikea̴Car̴Park,Ikea Car Park,
2011,,ikea̴plaza,ikea plaza,
2011,,iron̴monger̴row,iron monger row,
2011,,jardine̴crescent,jardine crescent,
2011,,jardine̴crescent,jardine crescent,
2011,,Jasrdine̴Crescent,Jasrdine Crescent,
2011,,JD̴Wetherspoon̴Earlsdon,JD Wetherspoon Earlsdon,
2011,,Jordan̴Well,Jordan Well,
2011,," Jordan̴Well̴,̴Coventry"," Jordan Well , Coventry",
2011,,Jubilee̴cresent,Jubilee cresent,
2011,,Kirby̴Road,Kirby Road,
2011,,Lady̴Lane,Lady Lane,
2011,,Lambeth̴Close,Lambeth Close,
2011,,Leader̴Close,Leader Close,
2011,,Lidice̴Place,Lidice Place,
2011,," Lincoln̴Street̴,Coventry"," Lincoln Street ,Coventry",
2011,,Littl̴Park̴Street,Littl Park Street,
2011,," Little̴park̴st̴,Coventry."," Little park st ,Coventry.",
2011,," Little̴Park̴St̴,Coventry."," Little Park St ,Coventry.",
2011,,little̴park̴st̴Coventry,little park st Coventry,
2011,,Little̴Park̴Street,Little Park Street,
2011,,Little̴Park̴Street,Little Park Street,
2011,,Little̴Park̴street,Little Park street,
2011,,little̴park̴street,little park street,
2011,,Little̴Park̴Street,Little Park Street,
2011,,Little̴Park̴Street,Little Park Street,
2011,,Little̴Park̴Street,Little Park Street,
2011,,Little̴Park̴Street,Little Park Street,
2011,,little̴park̴street,little park street,
2011,,London̴Road,London Road,
2011,,London̴Road,London Road,
2011,,Longford̴Road,Longford Road,
2011,,Lower̴Ford̴st,Lower Ford st,
2011,,lower̴ford̴street,lower ford street,
2011,,lower̴holyhead̴d̴jtn̴with̴spon̴st,lower holyhead d jtn with spon st,
2011,,lower̴holyhead̴rd̴Coventry,lower holyhead rd Coventry,
2011,,lower̴holyhead̴road̴Coventry,lower holyhead road Coventry,
2011,,Lower̴Precinct̴Coventry,Lower Precinct Coventry,
2011,,MAFO,MAFO,
2011,,Manor̴house̴drive,Manor house drive,
2011,,Market̴Way,Market Way,
2011,,mary̴slessor̴st,mary slessor st,
2011,,masser̴road,masser road,
2011,," McDonalds̴Restaurant̴A45̴,Coventry."," McDonalds Restaurant A45 ,Coventry.",
2011,," Memorial̴Park,̴Coventry"," Memorial Park, Coventry",
2011,,Middle̴Ride,Middle Ride,
2011,,Mile̴Lane,Mile Lane,
2011,,Mile̴lane,Mile lane,
2011,,Millenium̴Place,Millenium Place,
2011,,Millenium̴Place,Millenium Place,
2011,," Mint̴Casino,̴King̴William̴Street"," Mint Casino, King William Street",
2011,,Miranda̴Close,Miranda Close,
2011,,morris̴road,morris road,
2011,,motor̴museum,motor museum,
2011,,new̴union̴st,new union st,
2011,,Norman̴place̴road,Norman place road,
2011,,Northy̴Road,Northy Road,
2011,,o/s̴CCFO,o/s CCFO,
2011,,o/s̴coventry̴central̴police̴station,o/s coventry central police station,
2011,,o/s̴Gosford̴Arms,o/s Gosford Arms,
